First Team,First Week,Second Team,Second Week,Score
Annandale,Week4,Fox Mill Estates,Week2,166.0 Annandale - 149.0 Fox Mill Estates
Arlington Forest,Week1,Sleepy Hollow Rec,Week1,220.0 Arlington Forest - 199.0 Sleepy Hollow Rec
Annandale,Week4,Stratford,Week1,233.0 Stratford - 85.0 Annandale
Arlington Forest,Week3,Oakton ,Week4,281.0 Oakton - 139.0 Arlington Forest
Arlington Forest,Week4,Sleepy Hollow B & R,Week4,217.5 Sleepy Hollow B & R - 202.5 Arlington Forest
Annandale,Week2,Fox Mill Estates,Week3,180.0 Fox Mill Estates - 162.0 Annandale
Annandale,Week1,Mosby Woods,Week4,247.0 Mosby Woods - 126.0 Annandale
Annandale,Week2,Mosby Woods,Week2,226.0 Mosby Woods - 138.0 Annandale
Annandale,Week3,Annandale,Week5,181.0 Annandale (A1) - 172.0 Annandale (A2)
Arlington Forest,Week3,Old Keene Mill,Week1,322.5 Old Keene Mill - 97.5 Arlington Forest
Annandale,Week4,Annandale,Week3,184.0 Annandale (A2) - 131.0 Annandale (A1)
Annandale,Week5,McLean,Week3,293.0 McLean - 71.0 Annandale
Annandale,Week3,Stratford,Week1,246.0 Stratford - 127.0 Annandale
Arlington Forest,Week2,Fox Mill Estates,Week1,325.0 Arlington Forest - 76.0 Fox Mill Estates
Arlington Forest,Week4,Oakton ,Week3,275.0 Oakton - 145.0 Arlington Forest
Arlington Forest,Week1,Sleepy Hollow Rec,Week2,221.0 Arlington Forest - 199.0 Sleepy Hollow Rec
Arlington Forest,Week3,Old Keene Mill,Week2,319.0 Old Keene Mill - 101.0 Arlington Forest
Arlington Forest,Week1,Sleepy Hollow Rec,Week3,246.0 Arlington Forest - 174.0 Sleepy Hollow Rec
Annandale,Week4,Annandale,Week2,153.0 Annandale (A2) - 152.0 Annandale (A1)
Annandale,Week2,Mosby Woods,Week5,255.0 Mosby Woods - 113.0 Annandale
Arlington Forest,Week5,Sleepy Hollow B & R,Week4,211.0 Sleepy Hollow B & R - 208.0 Arlington Forest
Annandale,Week3,Sully Station,Week4,250.0 Sully Station - 128.0 Annandale
Annandale,Week2,Stratford,Week5,264.0 Stratford - 93.0 Annandale
Annandale,Week2,Fox Mill Estates,Week1,182.0 Fox Mill Estates - 165.0 Annandale
Annandale,Week2,Mosby Woods,Week4,249.0 Mosby Woods - 110.0 Annandale
Arlington Forest,Week2,Fox Mill Estates,Week2,340.0 Arlington Forest - 79.0 Fox Mill Estates
Arlington Forest,Week2,Fox Mill Estates,Week3,344.0 Arlington Forest - 61.0 Fox Mill Estates
Annandale,Week5,Fox Mill Estates,Week1,188.0 Annandale - 159.0 Fox Mill Estates
Annandale,Week5,Fox Mill Estates,Week2,207.0 Annandale - 149.0 Fox Mill Estates
Annandale,Week1,Annandale,Week3,194.0 Annandale (A2) - 173.0 Annandale (A1)
Annandale,Week3,Fox Mill Estates,Week2,225.0 Annandale - 150.0 Fox Mill Estates
Arlington Forest,Week4,Oakton ,Week2,270.0 Oakton - 150.0 Arlington Forest
Annandale,Week2,Annandale,Week4,153.0 Annandale (A1) - 152.0 Annandale (A2)
Annandale,Week5,Annandale,Week1,184.5 Annandale (A1) - 165.5 Annandale (A2)
Annandale,Week5,Mosby Woods,Week2,201.0 Mosby Woods - 155.0 Annandale
Arlington Forest,Week2,Oakton ,Week4,298.0 Oakton - 122.0 Arlington Forest
Arlington Forest,Week3,Fox Mill Estates,Week5,320.0 Arlington Forest - 96.0 Fox Mill Estates
Annandale,Week3,Mosby Woods,Week1,211.0 Mosby Woods - 165.0 Annandale
Annandale,Week3,Stratford,Week5,253.0 Stratford - 113.0 Annandale
Annandale,Week4,Stratford,Week2,226.0 Stratford - 93.0 Annandale
Arlington Forest,Week2,Fox Mill Estates,Week5,314.0 Arlington Forest - 105.0 Fox Mill Estates
Arlington Forest,Week3,Fox Mill Estates,Week1,333.0 Arlington Forest - 69.0 Fox Mill Estates
Arlington Forest,Week2,Sleepy Hollow Rec,Week2,232.0 Arlington Forest - 188.0 Sleepy Hollow Rec
Arlington Forest,Week5,Old Keene Mill,Week2,295.0 Old Keene Mill - 125.0 Arlington Forest
Annandale,Week5,Fox Mill Estates,Week3,179.0 Annandale - 163.0 Fox Mill Estates
Arlington Forest,Week1,Sleepy Hollow Rec,Week5,229.0 Arlington Forest - 191.0 Sleepy Hollow Rec
Annandale,Week3,Mosby Woods,Week4,246.0 Mosby Woods - 131.0 Annandale
Annandale,Week3,Fox Mill Estates,Week3,210.0 Annandale - 150.0 Fox Mill Estates
Annandale,Week5,McLean,Week5,306.0 McLean - 59.0 Annandale
Arlington Forest,Week1,Sleepy Hollow Rec,Week4,237.0 Arlington Forest - 183.0 Sleepy Hollow Rec
Annandale,Week1,Fox Mill Estates,Week4,190.0 Fox Mill Estates - 181.0 Annandale
Annandale,Week4,Stratford,Week3,211.0 Stratford - 108.0 Annandale
Arlington Forest,Week4,Fox Mill Estates,Week1,330.0 Arlington Forest - 71.0 Fox Mill Estates
Annandale,Week4,Annandale,Week1,171.0 Annandale (A2) - 143.0 Annandale (A1)
Annandale,Week3,Stratford,Week4,259.0 Stratford - 117.0 Annandale
Arlington Forest,Week3,Fox Mill Estates,Week3,342.0 Arlington Forest - 60.0 Fox Mill Estates
Annandale,Week5,Mosby Woods,Week4,229.0 Mosby Woods - 128.0 Annandale
Arlington Forest,Week2,Sleepy Hollow Rec,Week1,225.5 Arlington Forest - 193.5 Sleepy Hollow Rec
Annandale,Week4,Stratford,Week4,224.0 Stratford - 94.0 Annandale
Annandale,Week2,Annandale,Week1,205.0 Annandale (A2) - 150.0 Annandale (A1)
Annandale,Week2,Sully Station,Week2,283.0 Sully Station - 84.0 Annandale
Arlington Forest,Week5,Fox Mill Estates,Week2,344.0 Arlington Forest - 74.0 Fox Mill Estates
Arlington Forest,Week4,Oakton ,Week4,284.0 Oakton - 136.0 Arlington Forest
Arlington Forest,Week2,Old Keene Mill,Week2,312.0 Old Keene Mill - 108.0 Arlington Forest
Arlington Forest,Week2,Sleepy Hollow Rec,Week4,230.5 Arlington Forest - 189.5 Sleepy Hollow Rec
Annandale,Week5,Mosby Woods,Week1,200.5 Mosby Woods - 155.5 Annandale
Annandale,Week5,Fox Mill Estates,Week5,179.0 Fox Mill Estates - 174.0 Annandale
Arlington Forest,Week2,Sleepy Hollow Rec,Week3,255.0 Arlington Forest - 165.0 Sleepy Hollow Rec
Arlington Forest,Week5,Fox Mill Estates,Week3,348.0 Arlington Forest - 55.0 Fox Mill Estates
Arlington Forest,Week5,Old Keene Mill,Week4,318.0 Old Keene Mill - 102.0 Arlington Forest
Annandale,Week3,Mount Vernon Park,Week1,271.5 Mount Vernon Park - 102.5 Annandale
Arlington Forest,Week4,Oakton ,Week5,287.0 Oakton - 133.0 Arlington Forest
Annandale,Week1,Fox Mill Estates,Week5,200.0 Fox Mill Estates - 168.0 Annandale
Arlington Forest,Week5,Fox Mill Estates,Week1,344.0 Arlington Forest - 54.0 Fox Mill Estates
Annandale,Week4,Annandale,Week4,155.5 Annandale (A1) - 155.5 Annandale (A2)
Arlington Forest,Week1,Old Keene Mill,Week4,332.0 Old Keene Mill - 88.0 Arlington Forest
Annandale,Week2,Annandale,Week2,169.5 Annandale (A1) - 169.5 Annandale (A2)
Annandale,Week3,Stratford,Week3,236.0 Stratford - 138.0 Annandale
Arlington Forest,Week2,Old Keene Mill,Week4,333.0 Old Keene Mill - 87.0 Arlington Forest
Annandale,Week3,Stratford,Week2,249.0 Stratford - 125.0 Annandale
Annandale,Week4,Stratford,Week5,219.0 Stratford - 89.0 Annandale
Annandale,Week1,Fox Mill Woods,Week4,209.0 Fox Mill Woods - 165.0 Annandale
Annandale,Week5,Stratford,Week1,239.0 Stratford - 122.0 Annandale
Annandale,Week1,Fox Mill Woods,Week5,207.0 Fox Mill Woods - 170.0 Annandale
Arlington Forest,Week5,Fox Mill Estates,Week4,350.0 Arlington Forest - 69.0 Fox Mill Estates
Annandale,Week2,Mount Vernon Park,Week1,291.0 Mount Vernon Park - 73.0 Annandale
Annandale,Week5,Stratford,Week5,231.0 Stratford - 122.0 Annandale
Arlington Forest,Week3,Fox Mill Estates,Week4,346.0 Arlington Forest - 73.0 Fox Mill Estates
Annandale,Week1,Mount Vernon Park,Week3,285.0 Mount Vernon Park - 93.0 Annandale
Annandale,Week2,Fox Mill Woods,Week1,203.0 Fox Mill Woods - 161.0 Annandale
Annandale,Week4,Mount Vernon Park,Week4,239.0 Mount Vernon Park - 80.0 Annandale
Annandale,Week5,Stratford,Week4,246.0 Stratford - 118.0 Annandale
Annandale,Week1,Sully Station,Week3,262.0 Sully Station - 116.0 Annandale
Annandale,Week1,Newington Forest,Week1,208.0 Newington Forest - 164.0 Annandale
Annandale,Week2,Fox Mill Woods,Week4,214.0 Fox Mill Woods - 146.0 Annandale
Annandale,Week3,Fox Mill Woods,Week1,199.0 Annandale - 179.0 Fox Mill Woods
Arlington Forest,Week1,Old Keene Mill,Week2,318.0 Old Keene Mill - 102.0 Arlington Forest
Arlington Forest,Week1,Fox Mill Woods,Week2,328.0 Arlington Forest - 91.0 Fox Mill Woods
Arlington Forest,Week5,Oakton ,Week1,232.0 Oakton - 188.0 Arlington Forest
Arlington Forest,Week5,Fox Mill Estates,Week5,341.0 Arlington Forest - 76.0 Fox Mill Estates
Annandale,Week1,Sully Station,Week1,259.0 Sully Station - 116.0 Annandale
Annandale,Week2,Fox Mill Woods,Week2,191.0 Fox Mill Woods - 167.0 Annandale
Arlington Forest,Week1,Fox Mill Woods,Week1,324.0 Arlington Forest - 96.0 Fox Mill Woods
Arlington Forest,Week3,Oakton ,Week3,276.0 Oakton - 144.0 Arlington Forest
Arlington Forest,Week5,Oakton ,Week4,258.0 Oakton - 161.0 Arlington Forest
Annandale,Week5,Mount Vernon Park,Week4,267.0 Mount Vernon Park - 98.0 Annandale
Arlington Forest,Week4,Fox Mill Estates,Week3,350.0 Arlington Forest - 55.0 Fox Mill Estates
Annandale,Week1,Mount Vernon Park,Week2,271.0 Mount Vernon Park - 106.0 Annandale
Arlington Forest,Week4,Villa Aquatic,Week5,221.5 Arlington Forest - 198.5 Villa Aquatic
Annandale,Week4,Fox Mill Woods,Week1,160.0 Fox Mill Woods - 157.0 Annandale
Arlington Forest,Week4,Oakton ,Week1,250.0 Oakton - 170.0 Arlington Forest
Arlington Forest,Week1,Fox Mill Woods,Week5,319.0 Arlington Forest - 101.0 Fox Mill Woods
Annandale,Week2,Sully Station,Week3,262.0 Sully Station - 107.0 Annandale
Arlington Forest,Week1,Village West,Week2,306.0 Arlington Forest - 109.0 Village West
Annandale,Week1,Sully Station,Week4,251.0 Sully Station - 127.0 Annandale
Annandale,Week2,Mount Vernon Park,Week3,284.0 Mount Vernon Park - 84.0 Annandale
Arlington Forest,Week4,Fox Mill Estates,Week4,337.0 Arlington Forest - 83.0 Fox Mill Estates
Annandale,Week1,Sully Station,Week5,263.0 Sully Station - 115.0 Annandale
Annandale,Week2,Sully Station,Week4,264.0 Sully Station - 104.0 Annandale
Annandale,Week2,Chesterbrook,Week4,351.0 Chesterbrook - 18.0 Annandale
Arlington Forest,Week1,Old Keene Mill,Week5,327.0 Old Keene Mill - 93.0 Arlington Forest
Annandale,Week2,Mount Vernon Park,Week2,269.3 Mount Vernon Park - 95.7 Annandale
Arlington Forest,Week5,Villa Aquatic,Week3,278.0 Arlington Forest - 142.0 Villa Aquatic
Annandale,Week4,Mount Vernon Park,Week2,219.5 Mount Vernon Park - 97.5 Annandale
Annandale,Week1,Sully Station,Week2,273.0 Sully Station - 104.0 Annandale
Arlington Forest,Week2,Village West,Week2,307.0 Arlington Forest - 108.0 Village West
Arlington Forest,Week5,Oakton ,Week3,256.5 Oakton - 163.5 Arlington Forest
Arlington Forest,Week2,Old Keene Mill,Week1,318.0 Old Keene Mill - 102.0 Arlington Forest
Arlington Forest,Week3,Village West,Week2,295.0 Arlington Forest - 119.0 Village West
Annandale,Week2,Sully Station,Week5,274.0 Sully Station - 94.0 Annandale
Annandale,Week3,Sully Station,Week3,249.0 Sully Station - 129.0 Annandale
Annandale,Week1,Chesterbrook,Week2,356.0 Chesterbrook - 22.0 Annandale
Arlington Forest,Week5,Village West,Week2,325.0 Arlington Forest - 90.0 Village West
Arlington Forest,Week2,Fox Mill Woods,Week2,330.0 Arlington Forest - 89.0 Fox Mill Woods
Annandale,Week2,Mount Vernon Park,Week4,287.0 Mount Vernon Park - 81.0 Annandale
Annandale,Week2,Sully Station,Week1,260.0 Sully Station - 104.0 Annandale
Annandale,Week5,Stratford,Week2,244.0 Stratford - 120.0 Annandale
Arlington Forest,Week2,Old Keene Mill,Week5,323.5 Old Keene Mill - 96.5 Arlington Forest
Annandale,Week1,Commonwealth,Week4,283.0 Commonwealth - 95.0 Annandale
Arlington Forest,Week4,Old Keene Mill,Week1,311.5 Old Keene Mill - 108.5 Arlington Forest
Annandale,Week3,Fox Mill Woods,Week4,195.0 Fox Mill Woods - 182.0 Annandale
Annandale,Week5,Mount Vernon Park,Week1,267.0 Mount Vernon Park - 98.0 Annandale
Arlington Forest,Week5,Village West,Week5,286.0 Arlington Forest - 134.0 Village West
Arlington Forest,Week3,Old Keene Mill,Week5,336.0 Old Keene Mill - 84.0 Arlington Forest
Arlington Forest,Week4,Fox Mill Estates,Week2,333.0 Arlington Forest - 86.0 Fox Mill Estates
Arlington Forest,Week1,Old Keene Mill,Week1,316.0 Old Keene Mill - 104.0 Arlington Forest
Annandale,Week4,Fox Mill Woods,Week2,163.0 Annandale - 155.0 Fox Mill Woods
Arlington Forest,Week2,Fox Mill Woods,Week1,315.0 Arlington Forest - 105.0 Fox Mill Woods
Annandale,Week2,Mount Vernon Park,Week5,278.0 Mount Vernon Park - 90.0 Annandale
Annandale,Week3,Mount Vernon Park,Week3,266.0 Mount Vernon Park - 111.0 Annandale
Annandale,Week3,Mount Vernon Park,Week2,245.0 Mount Vernon Park - 131.0 Annandale
Arlington Forest,Week4,Fox Mill Estates,Week5,320.0 Arlington Forest - 99.0 Fox Mill Estates
Annandale,Week4,Fox Mill Woods,Week5,168.0 Annandale - 150.0 Fox Mill Woods
Annandale,Week4,Fox Mill Woods,Week4,171.0 Fox Mill Woods - 148.0 Annandale
Arlington Forest,Week5,Villa Aquatic,Week4,255.0 Arlington Forest - 165.0 Villa Aquatic
Arlington Forest,Week1,Fox Mill Woods,Week4,313.0 Arlington Forest - 106.0 Fox Mill Woods
Annandale,Week1,Commonwealth,Week3,263.0 Commonwealth - 115.0 Annandale
Annandale,Week1,Hollin Hills,Week2,182.0 Annandale - 181.0 Hollin Hills
Arlington Forest,Week1,Village West,Week4,300.0 Arlington Forest - 120.0 Village West
Arlington Forest,Week4,Old Keene Mill,Week2,306.0 Old Keene Mill - 114.0 Arlington Forest
Annandale,Week3,Fox Mill Woods,Week5,189.0 Fox Mill Woods - 187.0 Annandale
Arlington Forest,Week4,Old Keene Mill,Week4,331.0 Old Keene Mill - 89.0 Arlington Forest
Annandale,Week3,Highlands Swim,Week4,329.0 Highlands Swim - 49.0 Annandale
Annandale,Week5,Little Rocky Run,Week1,256.0 Little Rocky Run - 104.0 Annandale
Annandale,Week2,Hollin Hills,Week3,194.0 Hollin Hills - 136.0 Annandale
Annandale,Week4,Chesterbrook,Week5,300.0 Chesterbrook - 19.0 Annandale
Arlington Forest,Week4,Villa Aquatic,Week4,244.0 Arlington Forest - 176.0 Villa Aquatic
Annandale,Week3,Newington Forest,Week1,202.0 Newington Forest - 171.0 Annandale
Annandale,Week3,Sully Station,Week2,256.0 Sully Station - 121.0 Annandale
Annandale,Week5,Little Rocky Run,Week4,273.0 Little Rocky Run - 91.0 Annandale
Annandale,Week5,Mount Vernon Park,Week5,239.0 Mount Vernon Park - 125.0 Annandale
Arlington Forest,Week1,Village West,Week3,300.0 Arlington Forest - 111.0 Village West
Arlington Forest,Week2,Fox Mill Woods,Week4,295.0 Arlington Forest - 124.0 Fox Mill Woods
Annandale,Week5,Chesterbrook,Week1,337.0 Chesterbrook - 27.0 Annandale
Annandale,Week3,Chesterbrook,Week5,354.0 Chesterbrook - 24.0 Annandale
Annandale,Week4,Long Branch,Week4,171.0 Long Branch - 147.0 Annandale
Annandale,Week5,Sully Station,Week1,227.0 Sully Station - 133.0 Annandale
Annandale,Week3,Long Branch,Week1,198.0 Long Branch - 179.0 Annandale
Annandale,Week1,Sully Station II,Week5,182.0 Annandale - 174.0 Sully Station II
Annandale,Week4,Mount Vernon Park,Week5,227.0 Mount Vernon Park - 92.0 Annandale
Annandale,Week4,Chesterbrook,Week3,296.5 Chesterbrook - 22.5 Annandale
Annandale,Week4,Highlands Swim,Week4,281.0 Highlands Swim - 37.0 Annandale
Arlington Forest,Week3,Fox Mill Woods,Week2,322.0 Arlington Forest - 94.0 Fox Mill Woods
Arlington Forest,Week1,Village West,Week5,265.0 Arlington Forest - 155.0 Village West
Arlington Forest,Week4,Old Keene Mill,Week5,323.0 Old Keene Mill - 97.0 Arlington Forest
Arlington Forest,Week5,Old Keene Mill,Week1,301.0 Old Keene Mill - 119.0 Arlington Forest
Annandale,Week4,Sully Station,Week1,208.0 Sully Station - 108.0 Annandale
Annandale,Week3,Mount Vernon Park,Week4,275.0 Mount Vernon Park - 102.0 Annandale
Arlington Forest,Week5,Fox Mill Woods,Week1,333.0 Arlington Forest - 86.0 Fox Mill Woods
Annandale,Week2,Long Branch,Week5,231.0 Long Branch - 136.0 Annandale
Arlington Forest,Week2,Village West,Week3,290.0 Arlington Forest - 121.0 Village West
Annandale,Week1,Mount Vernon Park,Week4,289.0 Mount Vernon Park - 89.0 Annandale
Annandale,Week4,Sully Station,Week5,223.0 Sully Station - 96.0 Annandale
Arlington Forest,Week4,Village West,Week2,303.0 Arlington Forest - 112.0 Village West
Annandale,Week3,Mount Vernon Park,Week5,248.0 Mount Vernon Park - 130.0 Annandale
Arlington Forest,Week3,Fox Mill Woods,Week1,310.0 Arlington Forest - 109.0 Fox Mill Woods
Arlington Forest,Week1,Orange Hunt,Week2,242.0 Orange Hunt - 178.0 Arlington Forest
Annandale,Week4,Highlands Swim,Week5,276.0 Highlands Swim - 42.0 Annandale
Arlington Forest,Week3,Fox Mill Woods,Week5,307.0 Arlington Forest - 113.0 Fox Mill Woods
Arlington Forest,Week2,Village West,Week1,300.0 Arlington Forest - 120.0 Village West
Annandale,Week2,Sully Station II,Week4,179.0 Sully Station II - 171.0 Annandale
Annandale,Week2,Long Branch,Week2,225.0 Long Branch - 142.0 Annandale
Annandale,Week5,Highlands Swim,Week4,317.0 Highlands Swim - 44.0 Annandale
Annandale,Week1,Chesterbrook,Week5,364.0 Chesterbrook - 14.0 Annandale
Annandale,Week4,Chesterbrook,Week1,296.0 Chesterbrook - 23.0 Annandale
Annandale,Week1,Long Branch,Week2,210.0 Long Branch - 167.0 Annandale
Annandale,Week2,Hollin Hills,Week4,196.0 Hollin Hills - 155.0 Annandale
Arlington Forest,Week5,Village West,Week1,327.0 Arlington Forest - 91.0 Village West
Annandale,Week3,Long Branch,Week4,220.0 Long Branch - 158.0 Annandale
Annandale,Week4,Highlands Swim,Week1,279.0 Highlands Swim - 39.0 Annandale
Arlington Forest,Week4,Great Falls,Week1,251.0 Arlington Forest - 169.0 Great Falls
Annandale,Week5,Chesterbrook,Week5,339.0 Chesterbrook - 26.0 Annandale
Arlington Forest,Week4,Fox Mill Woods,Week1,324.0 Arlington Forest - 96.0 Fox Mill Woods
Annandale,Week1,Sully Station II,Week3,176.0 Annandale - 176.0 Sully Station II
Annandale,Week4,Little Rocky Run,Week2,251.0 Little Rocky Run - 68.0 Annandale
Annandale,Week4,Mosby Woods,Week5,213.0 Mosby Woods - 105.0 Annandale
Annandale,Week3,Chesterbrook,Week1,352.0 Chesterbrook - 26.0 Annandale
Annandale,Week2,Commonwealth,Week4,291.0 Commonwealth - 77.0 Annandale
Arlington Forest,Week4,Village West,Week5,264.0 Arlington Forest - 156.0 Village West
Annandale,Week4,Mosby Woods,Week4,210.0 Mosby Woods - 108.0 Annandale
Annandale,Week3,Chesterbrook,Week4,351.0 Chesterbrook - 27.0 Annandale
Annandale,Week4,Sully Station,Week3,219.0 Sully Station - 100.0 Annandale
Arlington Forest,Week1,Orange Hunt,Week3,283.0 Orange Hunt - 137.0 Arlington Forest
Arlington Forest,Week2,Virginia Hills,Week2,215.0 Arlington Forest - 205.0 Virginia Hills
Arlington Forest,Week4,Village West,Week1,310.0 Arlington Forest - 110.0 Village West
Annandale,Week2,Hollin Hills,Week1,198.0 Hollin Hills - 146.0 Annandale
Annandale,Week1,Sully Station II,Week1,211.0 Annandale - 142.0 Sully Station II
Annandale,Week1,Sully Station II,Week4,181.0 Annandale - 178.0 Sully Station II
Arlington Forest,Week2,Orange Hunt,Week5,283.0 Orange Hunt - 137.0 Arlington Forest
Annandale,Week4,Mount Vernon Park,Week1,240.0 Mount Vernon Park - 79.0 Annandale
Arlington Forest,Week4,Fox Mill Woods,Week5,312.0 Arlington Forest - 108.0 Fox Mill Woods
Annandale,Week3,Highlands Swim,Week2,340.0 Highlands Swim - 38.0 Annandale
Annandale,Week1,Mount Vernon Park,Week5,273.0 Mount Vernon Park - 105.0 Annandale
Arlington Forest,Week4,Fox Mill Woods,Week4,308.0 Arlington Forest - 111.0 Fox Mill Woods
Annandale,Week5,Highlands Swim,Week2,321.0 Highlands Swim - 40.0 Annandale
Annandale,Week4,Long Branch,Week3,169.0 Long Branch - 149.0 Annandale
Arlington Forest,Week5,Fox Mill Woods,Week2,333.0 Arlington Forest - 85.0 Fox Mill Woods
Annandale,Week3,Chesterbrook,Week3,348.0 Chesterbrook - 30.0 Annandale
Annandale,Week4,Little Rocky Run,Week1,228.0 Little Rocky Run - 89.0 Annandale
Arlington Forest,Week3,Village West,Week1,296.0 Arlington Forest - 123.0 Village West
Arlington Forest,Week4,Orange Hunt,Week3,272.5 Orange Hunt - 147.5 Arlington Forest
Annandale,Week3,Sully Station II,Week5,185.0 Annandale - 173.0 Sully Station II
Arlington Forest,Week3,Village West,Week5,260.0 Arlington Forest - 159.0 Village West
Annandale,Week3,Hollin Hills,Week4,194.0 Annandale - 172.0 Hollin Hills
Arlington Forest,Week4,Orange Hunt,Week2,247.5 Orange Hunt - 172.5 Arlington Forest
Annandale,Week2,Sully Station II,Week2,173.0 Annandale - 154.0 Sully Station II
Annandale,Week1,Mount Vernon Park,Week1,295.0 Mount Vernon Park - 82.0 Annandale
Annandale,Week3,Long Branch,Week5,222.0 Long Branch - 155.0 Annandale
Annandale,Week4,Chesterbrook,Week2,294.0 Chesterbrook - 25.0 Annandale
Annandale,Week4,Little Rocky Run,Week4,239.0 Little Rocky Run - 79.0 Annandale
Arlington Forest,Week3,Village West,Week3,280.5 Arlington Forest - 129.5 Village West
Annandale,Week3,Highlands Swim,Week1,334.0 Highlands Swim - 44.0 Annandale
Annandale,Week2,Sully Station II,Week3,185.0 Sully Station II - 152.0 Annandale
Annandale,Week1,Long Branch,Week3,212.0 Long Branch - 165.0 Annandale
Annandale,Week4,Mount Vernon Park,Week3,232.0 Mount Vernon Park - 87.0 Annandale
Annandale,Week5,Sully Station,Week2,235.0 Sully Station - 128.0 Annandale
Arlington Forest,Week1,Orange Hunt,Week5,270.0 Orange Hunt - 150.0 Arlington Forest
Arlington Forest,Week5,Fox Mill Woods,Week4,307.0 Arlington Forest - 112.0 Fox Mill Woods
Annandale,Week5,Mosby Woods,Week5,237.5 Mosby Woods - 123.5 Annandale
Arlington Forest,Week4,Orange Hunt,Week1,240.0 Orange Hunt - 180.0 Arlington Forest
Annandale,Week5,Highlands Swim,Week5,321.0 Highlands Swim - 40.0 Annandale
Arlington Forest,Week3,Orange Hunt,Week4,253.0 Orange Hunt - 167.0 Arlington Forest
Annandale,Week4,Little Rocky Run,Week3,240.0 Little Rocky Run - 79.0 Annandale
